symbol,total_trades,win_rate_pct,profit_factor,total_pnl_pct,total_pnl_pct_net,max_drawdown_pct,avg_win_pct,avg_loss_pct,best_trade_pct,worst_trade_pct,avg_trade_pct,total_trades_buy,total_trades_sell,win_streak_max,loss_streak_max
BTCUSD,183,41.53,1.347,27.4243,27.2413,14.5348,1.3913,-0.7336,15.8847,-6.3382,0.1489,100,83,3,7
ETHUSD,205,45.37,1.192,23.8984,23.6934,43.0315,1.5831,-1.103,21.8531,-6.3551,0.1156,93,112,5,6
