symbol,side,system,trend_tf,trigger_tf,entry_time,entry_price,exit_time,exit_price,exit_reason,pnl_points,pnl_pct,pnl_pct_net,lot_size,fee_pct_rt
ETHUSD,SELL,backtest_mtf,1h,15m,2026-02-07 16:15:00+00:00,2052.85,2026-02-07 18:15:00+00:00,2090.05,opposite_signal,-37.2,-1.8121,-1.9121,1,0.1
ETHUSD,BUY,backtest_mtf,1h,15m,2026-02-07 18:15:00+00:00,2090.05,2026-02-10 14:00:00+00:00,2021.3,opposite_signal,-68.75,-3.2894,-3.3894,1,0.1
ETHUSD,SELL,backtest_mtf,1h,15m,2026-02-10 14:00:00+00:00,2021.3,2026-02-15 01:30:00+00:00,2055.75,opposite_signal,-34.45,-1.7043,-1.8043,1,0.1
ETHUSD,BUY,backtest_mtf,1h,15m,2026-02-15 01:30:00+00:00,2055.75,2026-02-15 22:00:00+00:00,1959.15,opposite_signal,-96.6,-4.699,-4.799,1,0.1
ETHUSD,SELL,backtest_mtf,1h,15m,2026-02-15 22:00:00+00:00,1959.15,2026-02-25 23:00:00+00:00,2081.2,opposite_signal,-122.05,-6.2297,-6.3297,1,0.1
ETHUSD,BUY,backtest_mtf,1h,15m,2026-02-25 23:00:00+00:00,2081.2,2026-02-28 07:00:00+00:00,1861.85,opposite_signal,-219.35,-10.5396,-10.6396,1,0.1
ETHUSD,SELL,backtest_mtf,1h,15m,2026-02-28 07:00:00+00:00,1861.85,2026-03-01 08:00:00+00:00,2008.9,opposite_signal,-147.05,-7.8981,-7.9981,1,0.1
ETHUSD,BUY,backtest_mtf,1h,15m,2026-03-01 08:00:00+00:00,2008.9,2026-03-07 19:00:00+00:00,1968.7,opposite_signal,-40.2,-2.0011,-2.1011,1,0.1
ETHUSD,SELL,backtest_mtf,1h,15m,2026-03-07 19:00:00+00:00,1968.7,2026-03-10 07:00:00+00:00,2046.65,opposite_signal,-77.95,-3.9595,-4.0595,1,0.1
ETHUSD,BUY,backtest_mtf,1h,15m,2026-03-10 07:00:00+00:00,2046.65,2026-03-21 23:00:00+00:00,2145.7,opposite_signal,99.05,4.8396,4.7396,1,0.1
ETHUSD,SELL,backtest_mtf,1h,15m,2026-03-21 23:00:00+00:00,2145.7,2026-03-25 11:00:00+00:00,2186.25,opposite_signal,-40.55,-1.8898,-1.9898,1,0.1
ETHUSD,BUY,backtest_mtf,1h,15m,2026-03-25 11:00:00+00:00,2186.25,2026-03-26 11:00:00+00:00,2070.7,opposite_signal,-115.55,-5.2853,-5.3853,1,0.1
ETHUSD,SELL,backtest_mtf,1h,15m,2026-03-26 11:00:00+00:00,2070.7,2026-04-01 05:00:00+00:00,2113.2,opposite_signal,-42.5,-2.0524,-2.1524,1,0.1
ETHUSD,BUY,backtest_mtf,1h,15m,2026-04-01 05:00:00+00:00,2113.2,2026-04-05 06:00:00+00:00,2032.35,opposite_signal,-80.85,-3.826,-3.926,1,0.1
ETHUSD,SELL,backtest_mtf,1h,15m,2026-04-05 06:00:00+00:00,2032.35,2026-04-06 03:00:00+00:00,2131.35,opposite_signal,-99.0,-4.8712,-4.9712,1,0.1
ETHUSD,BUY,backtest_mtf,1h,15m,2026-04-06 03:00:00+00:00,2131.35,2026-04-27 19:00:00+00:00,2288.9,opposite_signal,157.55,7.392,7.292,1,0.1
ETHUSD,SELL,backtest_mtf,1h,15m,2026-04-27 19:00:00+00:00,2288.9,2026-05-03 07:15:00+00:00,2310.05,opposite_signal,-21.15,-0.924,-1.024,1,0.1
ETHUSD,BUY,backtest_mtf,1h,15m,2026-05-03 07:15:00+00:00,2310.05,2026-05-07 23:00:00+00:00,2288.75,opposite_signal,-21.3,-0.9221,-1.0221,1,0.1
ETHUSD,SELL,backtest_mtf,1h,15m,2026-05-07 23:00:00+00:00,2288.75,2026-05-08 14:30:00+00:00,2282.5,end_of_data,6.25,0.2731,0.1731,1,0.1
