symbol,side,system,trend_tf,trigger_tf,entry_time,entry_price,exit_time,exit_price,exit_reason,pnl_points,pnl_pct,pnl_pct_net,lot_size,fee_pct_rt
ETHUSD,SELL,backtest_mtf,4h,1h,2026-02-08 04:00:00+00:00,2086.85,2026-02-08 08:00:00+00:00,2121.5238,trailing_sl_hit,-34.6738,-1.6615,-1.7615,1,0.1
ETHUSD,SELL,backtest_mtf,4h,1h,2026-02-09 12:00:00+00:00,2034.95,2026-02-09 15:00:00+00:00,2063.6006,trailing_sl_hit,-28.6506,-1.4079,-1.5079,1,0.1
ETHUSD,SELL,backtest_mtf,4h,1h,2026-02-09 15:00:00+00:00,2061.25,2026-02-09 16:00:00+00:00,2104.0808,trailing_sl_hit,-42.8308,-2.0779,-2.1779,1,0.1
ETHUSD,BUY,backtest_mtf,4h,1h,2026-02-09 17:00:00+00:00,2126.95,2026-02-10 03:00:00+00:00,2084.2457,trailing_sl_hit,-42.7043,-2.0078,-2.1078,1,0.1
ETHUSD,SELL,backtest_mtf,4h,1h,2026-02-10 20:00:00+00:00,2010.3,2026-02-11 14:00:00+00:00,1975.797,trailing_sl_hit,34.503,1.7163,1.6163,1,0.1
ETHUSD,SELL,backtest_mtf,4h,1h,2026-02-11 14:00:00+00:00,1942.75,2026-02-11 19:00:00+00:00,1957.5009,trailing_sl_hit,-14.7509,-0.7593,-0.8593,1,0.1
ETHUSD,SELL,backtest_mtf,4h,1h,2026-02-11 19:00:00+00:00,1951.6,2026-02-12 09:00:00+00:00,1988.539,trailing_sl_hit,-36.939,-1.8928,-1.9928,1,0.1
ETHUSD,SELL,backtest_mtf,4h,1h,2026-02-12 16:00:00+00:00,1908.15,2026-02-12 23:00:00+00:00,1946.258,trailing_sl_hit,-38.108,-1.9971,-2.0971,1,0.1
ETHUSD,SELL,backtest_mtf,4h,1h,2026-02-12 23:00:00+00:00,1947.5,2026-02-13 09:00:00+00:00,1964.8,trailing_sl_hit,-17.3,-0.8883,-0.9883,1,0.1
ETHUSD,SELL,backtest_mtf,4h,1h,2026-02-15 12:00:00+00:00,2010.05,2026-02-15 17:00:00+00:00,2003.8819,trailing_sl_hit,6.1681,0.3069,0.2069,1,0.1
ETHUSD,SELL,backtest_mtf,4h,1h,2026-02-15 17:00:00+00:00,1970.55,2026-02-16 00:00:00+00:00,1977.0625,trailing_sl_hit,-6.5125,-0.3305,-0.4305,1,0.1
ETHUSD,SELL,backtest_mtf,4h,1h,2026-02-16 00:00:00+00:00,1968.65,2026-02-16 09:00:00+00:00,1991.2284,trailing_sl_hit,-22.5784,-1.1469,-1.2469,1,0.1
ETHUSD,SELL,backtest_mtf,4h,1h,2026-02-16 09:00:00+00:00,1987.1,2026-02-16 12:00:00+00:00,1994.7801,trailing_sl_hit,-7.6801,-0.3865,-0.4865,1,0.1
ETHUSD,SELL,backtest_mtf,4h,1h,2026-02-16 12:00:00+00:00,2006.0,2026-02-16 13:00:00+00:00,2007.6502,trailing_sl_hit,-1.6502,-0.0823,-0.1823,1,0.1
ETHUSD,SELL,backtest_mtf,4h,1h,2026-02-16 13:00:00+00:00,1967.2,2026-02-16 17:00:00+00:00,1987.8777,trailing_sl_hit,-20.6777,-1.0511,-1.1511,1,0.1
